days_active,sessions_count,last_active_days,time_spent_learning,first_week_activity,completed_onboarding,tasks_attempted,tasks_completed,failure_rate,average_task_time,solution_view_attempts,solution_locked_hits,paywall_hits,paid_upgrade_done,dsa_sheet_access_attempts,avg_page_load_time,error_timeout_count,editor_video_crash_count,forced_relogin_count,login_failures,average_login_time,churn
58,85,23,129.06,36,1,89,27,0.67,66.16,39,29,18,0,6,5.79,4,3,18,7,2.08,1
13,21,11,238.45,40,0,74,54,0.86,19.53,39,14,0,1,9,1.8,15,10,16,8,9.24,0
53,91,20,55.44,20,1,32,84,0.36,87.08,8,2,16,0,0,3.75,15,5,4,3,9.44,0
16,85,21,130.93,16,1,108,87,0.36,74.09,24,17,14,1,2,1.55,3,3,7,4,6.93,1
52,53,8,102.64,0,1,51,108,0.85,84.91,9,20,12,1,6,2.2,0,10,16,3,2.82,0
7,72,18,140.94,20,1,33,74,0.83,65.26,5,13,12,0,8,3.38,7,4,14,1,10.52,0
14,113,4,157.56,29,0,13,88,0.2,89.5,36,2,17,0,8,2.9,0,10,11,5,3.45,0
58,34,14,451.99,4,0,35,27,0.1,61.39,33,3,8,1,0,1.23,7,10,2,3,6.99,0
23,107,26,169.64,19,0,150,94,0.17,80.38,31,20,25,1,8,1.77,12,3,5,6,5.81,1
10,11,26,44.07,22,1,108,85,0.51,11.7,23,12,7,1,9,3.94,4,10,5,8,3.61,1
49,67,14,234.75,30,0,140,59,0.83,49.22,18,29,10,0,10,4.71,1,0,11,6,13.73,0
31,13,2,154,23,0,39,28,0.85,10.53,13,6,9,0,1,3.54,1,1,8,4,11.2,0
46,25,5,181.04,33,0,15,57,0.37,28.09,34,4,6,1,14,3.61,9,0,19,9,1.43,0
3,50,10,34.87,4,0,1,68,0.02,17.01,1,17,16,0,14,5.88,0,6,20,7,14.33,0
58,35,13,408.3,39,0,98,26,0.97,55.25,35,29,0,0,2,3.07,13,7,11,8,10.95,0
21,118,27,36.57,33,1,30,43,0.75,48.21,1,2,0,1,15,0.86,3,2,4,9,6.36,1
47,81,14,463.07,6,0,131,0,0.32,28.9,0,29,8,0,6,3.55,13,7,0,3,11.67,0
59,102,26,469.98,16,1,38,54,0.77,68.94,19,12,16,0,11,2.73,8,1,6,8,8.29,1
50,60,1,134.23,21,0,112,87,0.68,3.96,5,14,7,0,1,3.29,7,7,13,8,14.93,0
57,85,21,308.76,13,1,67,72,0.84,10.77,16,23,15,1,7,2.7,11,10,0,10,14.63,1
51,40,25,69.18,32,0,112,67,0.02,89.96,35,7,18,0,14,3.77,5,9,4,4,10.04,1
14,58,11,391.51,20,1,50,61,0.76,32.55,21,17,11,0,0,1.2,11,6,17,6,2.59,0
11,36,20,339.67,16,1,8,112,0.34,42.55,36,9,10,0,4,2.8,3,5,19,3,9.38,0
1,77,16,101.04,28,0,18,32,0.61,54.36,1,11,1,1,14,2.01,4,7,10,1,13.83,0
24,51,5,64.97,5,1,64,22,0.38,66.55,24,6,13,1,11,5.9,11,4,8,4,6.5,0
28,109,26,278.76,23,0,32,55,0.82,5.83,27,24,8,0,12,2.46,2,1,6,1,11.8,1
46,17,19,84.33,18,1,145,116,0.81,17.55,6,17,11,1,1,3.86,13,9,16,7,13.56,0
13,74,17,68.61,1,0,6,72,0.89,79.68,22,30,1,0,5,3.71,8,2,3,5,9.83,0
59,99,4,225.31,9,1,5,39,0.5,9.13,35,3,16,1,14,2.08,15,8,14,3,13.47,0
10,81,16,263.05,16,1,95,26,0.19,73.9,7,16,17,0,7,4.25,4,2,15,5,1.02,0
23,93,17,246.38,25,0,12,113,0.2,89.76,29,30,20,1,12,1.24,13,4,5,0,14.75,0
8,109,16,148.06,27,1,99,68,0.41,17.54,31,21,6,1,2,2.51,0,6,3,2,14.34,0
21,6,13,425.7,26,0,101,53,0.56,11.39,16,8,12,1,12,2.96,1,1,12,8,9.84,0
45,77,27,277.44,33,0,80,96,0.29,48.71,5,18,15,1,2,5.46,12,2,7,3,7.72,1
30,17,24,449.71,23,1,93,57,0.45,77.95,35,6,24,1,14,4.59,1,2,20,10,11.72,1
39,7,26,136.99,28,1,132,54,0.13,58.26,27,14,20,0,15,1.64,8,6,10,2,4.78,1
32,16,0,196.18,7,0,108,101,0.66,87.16,26,2,24,0,3,4.09,2,2,8,4,5.4,0
59,10,1,108.76,31,0,34,101,0.93,71.75,26,5,21,1,9,0.74,0,2,9,9,1.44,0
29,2,15,114.71,15,1,50,59,0.13,8.86,40,26,25,0,14,2.86,8,2,14,10,3.75,0
7,2,14,274.82,33,0,96,37,0.4,22.84,10,14,13,1,10,0.77,14,5,18,0,8.01,0
4,98,26,323.17,22,1,91,18,0.78,39.87,20,2,22,1,5,3.33,3,6,17,1,11.62,1
20,33,3,218.66,34,0,130,24,0.7,60.64,16,4,3,0,1,0.64,2,10,11,8,10.74,0
34,9,21,255.04,18,0,111,38,0.23,53.93,5,15,11,0,3,4.17,3,4,13,1,3.41,1
15,87,17,120.75,38,0,34,32,0.25,19.13,15,9,22,1,1,3.14,5,6,5,9,13.71,0
13,117,3,395.64,35,1,102,103,0.19,25.4,21,0,25,1,4,4.48,8,6,8,6,8.68,0
22,87,28,96.47,9,0,148,54,0.14,65.39,10,12,20,1,0,3.34,9,6,10,3,3.11,1
51,108,4,311.78,5,0,76,119,0.12,50.43,24,5,0,1,14,2.21,1,4,13,6,6.64,0
17,28,12,230.04,36,0,3,84,0.95,82.29,4,0,9,1,10,4.65,14,8,0,4,9.63,0
21,52,0,385.68,25,0,75,28,0.11,52.98,23,7,1,0,3,1.37,15,9,13,7,5.46,0
25,94,22,285.71,22,0,19,107,0.61,19.63,2,27,10,0,3,5.05,8,0,18,4,9.6,1
9,8,8,180.61,17,0,53,24,0.27,12.49,11,14,5,0,2,1.61,8,3,20,7,10.88,0
40,77,28,241.92,17,0,80,60,0.13,55.52,6,16,16,0,5,1.25,3,2,11,8,8.32,1
18,46,17,278.12,29,1,82,76,0.78,87.69,18,25,14,1,11,4.94,6,0,6,4,3.03,0
23,111,3,468.4,7,1,104,47,0.7,5.53,26,13,10,1,2,1.27,9,1,1,7,2.41,0
15,55,8,385.95,16,0,89,117,0.12,3.23,23,2,0,1,15,3.87,14,7,15,10,2.94,0
32,20,28,464.22,19,1,91,99,0.55,17.28,12,14,19,0,8,4.19,8,5,4,0,11.4,1
42,27,12,294.7,16,0,112,20,0.33,52.16,23,11,23,0,9,5,0,1,14,8,12.61,0
33,48,22,444.94,17,0,22,81,0.34,63.74,26,18,6,1,3,3.17,11,0,13,0,3.97,1
32,99,10,73.6,0,1,123,95,0.26,17.44,39,20,13,0,15,5.13,3,9,6,10,2.41,0
53,102,21,141.76,20,0,27,27,0.73,3.52,12,25,19,0,10,3.31,0,0,1,9,14.3,1
4,116,11,473.04,33,0,97,110,0.71,51.57,16,24,3,0,15,5.22,2,7,9,6,6.67,0
53,12,0,382.48,26,0,61,0,0.7,48.97,19,14,24,0,4,2.14,6,4,2,4,5.52,0
46,28,12,252.65,6,1,8,99,0.28,54.71,32,23,3,0,0,4.9,7,5,5,10,10.9,0
36,9,29,247.4,19,0,62,120,0.12,44.6,36,30,9,1,9,1.03,11,6,13,1,9.84,1
0,66,21,140.59,9,1,64,27,0.23,12.85,5,29,8,1,13,4.25,8,8,11,1,5.41,1
56,79,26,369.57,30,0,6,1,1,21.36,4,26,10,0,10,2.03,15,1,11,9,6.2,1
3,53,27,402.33,19,1,19,107,0.27,84.68,10,11,19,1,0,4.87,7,0,13,8,1.39,1
56,33,28,97.57,15,0,127,48,0.02,26.51,25,25,15,1,4,5.23,2,1,20,2,2.9,1
5,90,24,453.49,26,0,40,95,0.3,22.37,38,19,19,0,7,2.08,7,8,10,10,7.57,1
14,114,29,390.21,24,1,136,36,0.01,7.63,30,22,1,1,13,4.72,5,6,12,9,14.57,1
50,82,27,159.09,32,0,109,42,0.42,55.6,10,6,24,0,1,5.48,14,5,4,1,4.95,1
32,53,18,59.24,30,0,100,36,0.44,21.82,34,24,10,1,13,1.24,5,9,7,8,9.54,0
60,108,30,370.86,25,1,144,87,0.84,10.02,10,5,25,0,4,1.14,4,3,18,3,1.47,1
24,98,12,292.4,0,0,7,50,0.93,12.26,21,18,4,1,10,4,14,2,20,8,3.55,0
46,84,26,474.32,24,0,50,13,0.67,6.29,20,24,9,1,11,1.93,2,1,10,10,2.68,1
26,88,17,285.05,20,1,135,110,0.15,72.76,4,13,8,0,4,2.51,12,0,6,3,1.43,0
39,77,10,325.35,20,1,42,30,0.5,73.24,40,23,1,0,15,3.39,10,6,15,9,2.65,0
10,102,13,118.77,19,0,120,120,0.17,35.48,32,28,5,0,12,2.42,7,8,0,8,4.53,0
33,69,19,73.33,3,0,90,25,0.67,15.38,30,7,11,1,10,1.91,11,8,7,10,2.22,0
43,4,19,222.53,20,0,99,43,0.73,62.8,40,3,7,1,6,5.17,15,4,14,7,1.92,0
41,21,19,113.27,3,0,140,86,0.21,76.77,2,19,22,0,15,4.44,1,8,8,9,3.72,0
26,114,17,215.66,25,0,114,8,0.86,56.77,24,14,22,1,7,0.68,12,10,3,8,4.44,0
6,111,5,367.08,39,1,102,54,0.32,48.55,22,7,2,1,10,4.8,2,3,20,2,3.07,0
40,29,20,99.59,34,1,27,51,0.01,56.81,24,9,5,0,0,4.23,8,10,10,5,1.82,0
37,100,21,96.71,10,0,80,32,0.22,80.64,9,16,5,1,9,3.93,6,6,2,3,2.7,1
36,14,29,490.38,0,1,148,82,0.25,87.93,18,26,0,0,10,3.95,11,7,9,3,1.29,1
53,15,2,331.74,38,1,46,8,0.36,10.75,8,26,0,0,1,6,11,2,9,5,13.8,0
6,53,5,436.99,33,1,85,116,0.12,57.29,12,5,24,1,5,1.66,13,4,7,2,11.07,0
44,12,9,343.41,30,1,90,100,0.63,40.84,7,0,19,0,2,5.8,13,2,15,3,14.71,0
41,52,15,296.85,34,1,85,38,0.62,44.34,34,11,20,0,14,1.8,4,0,14,3,2.47,0
18,74,13,350.86,21,1,93,58,0.89,85.74,24,4,14,0,4,1.85,6,8,3,3,6.59,0
2,70,10,76.9,19,1,66,35,0.12,74.82,9,23,22,0,4,4.49,2,6,6,3,9.08,0
15,11,17,272.03,6,1,67,91,0.91,25.57,0,25,16,0,3,2.22,6,5,12,5,14.17,0
18,60,29,147.38,21,1,15,115,0.84,16.45,0,10,16,1,15,3.65,11,1,12,2,14.19,1
6,88,8,487.45,30,1,22,43,0.58,21.1,21,22,3,0,15,0.7,9,3,13,2,1.7,0
8,58,18,246.32,15,1,134,78,0.67,79.17,27,5,14,0,2,5.58,0,1,11,3,12.66,0
39,98,19,55.98,36,0,72,79,0.81,86.45,29,12,6,0,11,3.77,2,1,13,4,11.48,0
57,101,11,188.42,25,0,120,27,0.2,47.58,35,21,4,0,12,2.68,6,8,15,10,8.13,0
34,63,8,49.59,8,1,41,0,0.55,54.55,2,14,3,1,9,0.98,9,9,16,2,7.32,0
30,21,19,269.88,13,1,7,56,0.84,23.49,22,8,15,0,11,3.18,4,5,11,5,14.69,0
47,59,17,269.07,0,0,87,21,0.47,68.69,40,8,25,1,0,3.07,1,8,11,4,6.52,0
2,70,19,395.74,26,0,113,16,0.12,12.77,5,26,12,1,14,1.94,6,5,13,5,8.4,0
22,46,30,206.06,5,1,121,56,0.67,88.4,27,3,10,0,3,3.76,10,4,3,3,13.26,1
4,42,0,317.05,20,1,104,53,0.85,40.9,15,7,18,0,6,4.29,4,3,13,5,6.18,0
32,46,28,182.52,27,0,64,25,0.49,43.43,1,30,21,1,15,0.69,14,5,19,7,3.1,1
34,44,24,338.84,32,1,126,113,0.25,38.74,35,24,15,0,0,2.29,7,7,2,0,3.27,1
20,109,30,468.93,11,1,60,111,0.32,82.09,15,13,15,1,7,3.01,13,6,19,8,12.1,1
54,8,0,325.93,38,1,3,105,0.37,75.95,9,15,4,0,10,3.92,9,5,14,4,5.22,0
34,96,23,448.06,6,1,36,20,0.48,51.33,34,25,14,1,2,4.18,9,7,20,4,13.36,1
21,118,2,236.18,23,0,114,29,0.58,9.1,20,21,19,0,4,5.53,13,1,8,5,1.74,0
44,34,28,47.78,14,1,119,75,0.17,66.47,5,26,12,0,4,4.9,0,3,11,0,2.89,1
24,67,18,39.38,4,1,12,10,0.88,55.31,7,8,19,0,11,2.73,11,4,9,8,3.63,0
2,64,6,122.13,27,1,118,95,0.05,31.78,15,27,23,1,4,1.34,2,0,5,6,2.13,0
13,23,2,90.02,25,1,25,88,0.78,67.37,31,30,18,1,1,1.25,1,9,6,7,3.49,0
15,94,29,87.87,29,1,31,65,0.87,16.35,24,17,24,0,10,1.72,8,2,4,6,8.99,1
42,117,23,403.67,16,0,18,78,0.33,16.36,39,2,24,0,6,2.14,6,8,0,10,13.74,1
24,110,25,104.07,25,1,85,103,0.24,45.64,24,2,15,0,5,1.57,2,10,13,4,5.02,1
12,68,14,498.64,31,0,112,77,0.77,46.15,25,30,8,1,6,5.01,15,6,20,3,3.85,0
60,30,19,291.87,0,0,42,3,0.85,12.05,6,14,4,0,1,1.88,11,10,14,8,10,0
28,31,10,317.1,3,1,119,40,0.2,27.69,26,27,16,1,12,2.53,5,0,15,7,4.02,0
14,19,2,124.54,28,1,113,99,0.38,89.99,34,13,8,0,4,2.15,0,2,3,8,13.62,0
44,109,2,425.39,19,0,149,100,0.96,72.97,28,11,13,1,7,5.56,12,10,10,0,2.88,0
6,6,30,234.02,35,1,24,117,0.64,9.39,8,4,11,1,15,0.8,11,9,5,9,12.31,1
7,29,2,258.08,18,0,58,35,0.98,76.22,40,9,22,1,5,0.58,15,7,16,9,12.69,0
20,82,1,488.9,27,0,5,115,0.93,23.91,10,20,24,1,14,1.33,4,6,5,9,12.76,0
14,28,15,204.06,28,0,121,26,0.37,75.3,12,22,24,0,15,3.87,4,8,17,0,4.27,0
11,112,27,238.15,19,1,65,26,0.2,55.05,4,13,20,0,8,2.08,7,5,0,5,5.32,1
56,119,16,199.64,0,0,114,98,0.25,21.48,27,19,12,0,14,3.67,3,10,19,10,9.34,0
42,64,5,407.61,9,1,17,12,0.11,50.04,0,19,7,1,1,1.26,15,0,4,7,5.75,0
35,74,19,112.52,28,0,58,25,0.6,34.72,36,22,22,1,6,4.91,10,0,12,9,3.04,0
52,39,14,226.48,18,0,15,4,0.12,74.7,30,25,1,0,6,4.39,6,3,10,7,4.83,0
28,119,9,260.5,3,0,72,4,0.78,58.99,25,6,11,1,2,5.06,12,2,5,5,6.2,0
11,40,0,204.95,13,1,113,0,0.35,56.99,33,14,5,0,0,5.3,12,1,12,10,13.32,0
36,51,3,45.82,39,1,23,6,0.59,39.31,13,22,4,1,15,3.31,1,7,4,6,10.91,0
35,67,10,374.86,23,1,63,6,0.05,26.18,27,0,9,1,5,3.48,1,7,10,1,3.81,0
45,88,10,392.36,18,1,143,70,0.99,23.66,40,30,3,1,12,2,15,4,13,3,5.93,0
33,118,1,493.62,35,1,10,38,0.12,59.4,2,2,1,1,13,4.18,6,7,7,1,6.81,0
31,55,24,70.91,12,1,18,23,0.9,6.78,29,2,18,1,5,5.19,10,3,16,9,7.27,1
41,87,4,369.34,0,0,49,25,0.31,9.58,5,7,2,1,1,4.87,8,10,8,0,5.02,0
1,82,11,44.91,11,0,24,92,0.23,38.61,28,11,15,1,13,2.74,8,10,10,9,8.88,0
60,116,18,423.82,9,1,35,3,0.22,9.45,4,28,18,0,11,2.14,9,0,18,1,10.51,0
35,56,6,68.01,40,1,92,85,0.81,20.95,35,17,25,0,12,5.82,2,9,4,7,6.88,0
26,22,5,60.38,17,0,147,22,0.36,11.85,35,5,16,0,9,4.86,11,9,10,9,14.08,0
5,75,21,330.22,3,1,14,37,0.15,19.19,37,3,12,0,5,2.32,1,0,19,4,4.33,1
56,13,14,442.45,36,0,95,23,0.86,77.93,12,2,16,0,3,4.71,6,6,7,10,2.34,0
57,26,22,258.95,18,0,46,33,0.13,15.23,3,23,7,0,8,2.94,10,3,10,3,5.6,1
17,39,29,42.55,9,1,52,89,0.23,59.3,2,26,17,0,5,1.94,15,3,1,8,2.38,1
37,62,10,278.41,3,1,82,2,0.75,54.51,23,2,3,1,12,0.93,4,2,0,3,6.91,0
35,60,1,232.66,30,1,77,50,0.3,9.51,9,11,18,1,2,3.01,7,10,5,5,11.8,0
45,3,10,367.3,12,0,108,39,0.31,20.84,15,11,11,0,6,2.67,3,10,17,1,5.38,0
26,27,22,116.74,40,1,139,13,0.27,44.21,7,1,17,0,6,2.06,9,4,11,3,8.36,1
44,41,23,398.1,13,0,49,22,0.6,40.24,28,28,12,0,11,5.21,8,10,13,6,6.32,1
16,28,9,406.83,24,0,132,29,0.16,77.18,24,6,22,1,10,2.41,11,10,18,5,2.84,0
59,55,29,455.74,39,0,56,120,0.1,20.46,35,24,20,0,2,4.98,14,0,18,1,12.89,1
46,37,5,149.45,33,0,61,37,0.78,32.01,31,30,22,0,13,3.28,14,0,6,4,11.01,0
5,36,5,486.34,20,0,59,55,0.26,36.77,7,16,12,0,1,5.12,2,5,8,4,8.22,0
55,67,25,460.81,10,1,145,25,0.7,70.12,24,7,23,1,6,3.44,0,7,2,1,12.09,1
55,106,0,436.55,5,1,33,63,0.78,76.75,36,15,23,0,11,2.24,8,5,13,8,6.24,0
29,28,26,119.32,22,0,30,23,0.31,24.64,6,3,15,0,13,1.87,5,10,17,7,2.39,1
16,64,27,175.27,7,1,96,16,0.32,68.48,20,18,7,1,0,5.99,3,9,19,2,5.8,1
58,80,19,437.47,38,0,150,26,0.98,56.34,6,19,3,0,0,3.88,14,5,13,7,13.99,0
52,113,29,289.23,0,0,73,55,0.07,47.66,27,19,21,0,9,1.62,3,2,3,4,2.8,1
39,15,15,209.69,16,0,148,28,0.32,50.01,13,28,12,1,1,1.99,0,2,6,6,10.28,0
40,41,2,382.17,35,1,124,26,0.44,44.64,22,6,12,1,3,5.31,8,3,16,6,6.49,0
39,92,22,229.74,27,0,15,108,0.48,68.2,0,15,4,1,8,4.76,9,5,7,9,12.73,1
54,117,12,246.38,28,1,97,56,0.58,86.78,36,18,6,1,10,3.47,11,2,16,8,14.02,0
17,82,16,295.56,20,1,94,46,0.46,25.5,37,4,22,0,11,3.77,15,1,17,1,6.92,0
34,10,12,68.78,5,1,48,85,0.3,36.94,40,5,14,1,11,4.08,2,0,5,10,7.86,0
5,24,17,386,12,1,28,110,0.84,12.29,25,18,8,0,2,4.49,4,4,10,3,3.12,0
41,78,4,333.83,21,1,6,3,0.9,50.42,31,6,1,1,9,2.03,8,9,3,6,3.83,0
27,117,11,152.42,17,1,4,46,0.03,13.2,27,15,24,0,10,3.36,3,4,8,5,4.22,0
26,9,29,316.13,24,0,12,23,0.78,46.24,3,28,14,1,1,5.23,1,7,4,7,2.09,1
33,14,20,121.23,30,0,56,107,0.87,57.83,13,2,3,1,7,1.8,5,2,2,2,6.66,0
56,29,22,293.55,29,1,95,98,0.08,53.79,0,6,12,0,1,4.08,6,7,13,5,14.03,1
5,106,16,383.93,34,0,42,82,0.4,7.05,31,29,20,1,7,2.09,6,9,16,7,4.09,0
17,5,29,330.32,5,0,58,107,0.29,51.17,31,10,11,0,11,5.98,4,1,16,7,4.98,1
58,33,16,236.66,2,1,44,10,0.62,80.07,33,19,10,0,0,1.45,5,2,18,6,6.62,0
31,114,17,236.08,25,1,132,10,0.56,3.75,2,3,13,0,8,5.19,1,7,19,4,10.92,0
28,7,5,37.75,22,0,118,32,0.34,75.24,3,6,24,0,10,1.56,11,7,13,10,14.52,0
20,25,3,407.43,39,0,142,33,0.64,56.01,32,12,2,0,2,2.07,9,0,18,5,8.01,0
17,94,25,429.77,6,1,63,3,0.68,7.77,11,2,9,1,3,1.58,8,6,5,10,4.64,1
22,39,15,183.86,9,0,131,22,0.53,70.16,6,6,23,1,10,4.49,4,6,4,10,12.22,0
47,91,1,454.17,18,0,99,45,0.62,11.57,2,15,21,0,11,3.51,12,8,10,1,9.57,0
55,62,21,286.05,27,1,116,86,0.02,63.78,32,7,3,0,7,1.77,0,3,14,1,3.65,1
8,99,23,303.58,20,1,38,28,0.88,71.74,27,13,25,1,14,2.01,15,1,17,0,8.83,1
52,72,24,94.06,20,0,1,39,0.84,41.43,25,22,7,1,14,5,6,3,13,2,3.36,1
9,6,4,216.76,11,0,53,0,0.42,70.03,35,3,3,0,2,4.65,2,5,3,7,6.27,0
53,16,4,344.98,40,1,122,26,0.49,87.12,26,27,10,1,15,1.64,11,3,16,8,3.04,0
33,62,12,341.11,15,1,41,6,0.34,77.04,9,5,10,0,12,1.55,6,4,4,1,10.35,0
22,66,24,361.48,40,1,123,103,0.18,81.97,14,6,4,0,6,5.91,2,6,4,8,4.19,1
50,120,27,144.36,12,1,144,103,0.14,73.52,32,0,11,0,11,2.48,3,0,0,3,3.28,1
38,24,13,409.93,33,0,130,119,0.57,34.56,27,6,10,0,8,1.97,13,10,1,9,13.22,0
2,40,11,474.5,11,1,147,86,0.99,82.12,34,0,15,1,0,5.92,12,8,9,1,14.77,0
38,5,21,159.82,32,1,126,63,0.98,3.35,29,19,6,0,1,1.69,0,10,6,9,9.84,1
40,34,13,315.44,37,1,109,77,0.94,25.83,24,15,22,0,4,3.3,10,1,7,2,6.31,0
55,69,24,195.99,32,1,46,43,0.63,72.02,26,0,3,1,1,5.58,13,0,17,9,5.08,1
1,39,14,291.58,14,1,16,117,0.12,44.8,33,6,12,0,0,3.44,2,8,18,4,3.31,0
12,89,7,475.38,25,0,1,103,0.35,86.46,28,15,3,0,7,3.86,0,0,9,2,11.59,0
46,32,24,75.61,6,0,118,36,0.52,29.89,3,25,13,0,3,2.9,2,7,17,1,12,1
14,10,29,246.27,31,1,52,89,0.46,66.5,14,6,7,1,6,3.75,15,1,10,5,4.72,1
56,112,14,291.36,31,0,117,82,0.58,17.56,6,28,8,0,4,2.9,15,3,20,7,4.9,0
50,59,15,154.54,25,0,137,11,0.66,54.58,11,4,14,0,3,2.69,13,4,16,9,12.13,0
0,87,30,187.33,16,0,77,23,0.02,37.02,10,16,23,0,14,1.16,5,6,4,9,1.77,1
30,97,16,97.3,20,1,68,82,0.14,70.23,23,26,7,0,14,3.66,4,0,19,7,5.81,0
36,44,29,62.91,25,1,44,56,0.95,72.71,22,28,22,0,4,3.7,14,6,15,7,1.86,1
16,13,5,490.2,15,1,64,27,0.37,83.05,3,1,12,0,15,2.75,8,8,16,1,4.84,0
56,93,7,460.79,26,0,4,4,0.91,59.16,35,8,25,0,6,5.86,0,2,0,9,9.53,0
2,83,18,264.88,8,0,26,34,0.53,13.87,14,14,18,0,7,5.97,9,3,7,10,7.5,0
44,105,27,139.55,39,0,133,120,0.75,79.76,37,10,21,1,4,2.83,13,8,17,8,4.64,1
58,96,3,157.28,31,1,84,51,0.33,78.51,30,7,6,1,2,3.67,13,0,8,10,10.87,0
23,43,24,327.18,39,1,116,51,0.13,40.97,21,3,1,1,14,3.97,11,10,0,10,4.77,1
2,16,7,486.42,38,1,139,55,0.23,35.3,33,3,13,1,6,2.71,5,8,8,3,10.8,0
10,45,12,458.01,28,1,85,22,0.09,46.51,23,2,14,0,15,2.79,2,3,3,5,3.73,0
55,76,11,207.31,22,1,82,106,0.9,78.96,12,0,23,0,10,1.59,6,4,6,1,10.38,0
10,27,22,192.26,3,0,99,111,0.46,2.94,16,23,11,0,11,5.79,5,2,10,2,13,1
8,103,23,425.48,13,0,20,3,0.95,33.53,30,17,4,1,0,2.31,10,5,6,4,13.62,1
54,80,20,89.49,39,0,49,28,0.98,45.68,6,16,17,1,8,2.55,8,6,6,0,11.13,0
34,79,10,320.08,4,0,71,14,0.88,36.94,31,3,2,0,12,5.81,10,6,17,6,8.57,0
11,12,12,495.66,38,1,78,84,0.89,71.82,13,1,13,0,6,5.56,3,9,13,10,13.08,0
36,86,11,351.22,37,1,150,87,0.2,44.93,28,8,2,0,11,5.92,1,10,19,8,6.22,0
15,101,20,51.36,21,1,132,92,0.75,17.53,25,23,17,1,14,4.57,11,2,11,9,2.91,0
10,95,6,439.31,0,0,131,109,0.94,66.27,3,19,22,1,14,3.13,11,2,0,10,5.97,0
10,113,28,42.94,13,0,55,47,0.89,49.58,7,28,0,1,4,3.09,6,6,0,6,9.24,1
46,90,14,380.21,25,0,132,27,0.66,64.25,37,25,4,1,5,3.89,1,10,1,9,3.13,0
23,100,1,141.06,32,1,88,90,0.13,66.84,6,18,10,1,1,1.65,4,6,18,3,13.65,0
7,89,19,287.75,0,0,56,80,0.56,70.4,29,3,7,1,14,5.32,10,1,17,2,14.68,0
54,68,16,193.43,25,1,33,30,0.05,17.89,40,12,20,0,9,1.6,7,10,20,2,7.34,0
35,11,9,110.72,29,1,121,71,0.59,87.77,34,14,0,1,1,2.18,12,5,6,9,12.33,0
2,101,15,416.01,6,0,56,9,0.28,85.21,0,1,25,0,2,5.37,12,2,16,3,14.06,0
32,55,29,315.52,17,1,15,64,0.29,74.35,32,20,23,0,15,2.66,14,2,6,2,13.25,1
55,37,20,151.04,5,1,139,12,0.28,51.44,4,12,18,0,8,1.77,1,5,2,7,12.76,0
21,86,25,230.1,25,0,145,117,0.62,25.01,21,13,1,0,9,3.06,0,3,14,0,9.65,1
57,64,15,201.99,6,0,34,115,0.15,72.84,7,22,0,1,7,1.74,14,0,4,7,2.27,0
23,51,27,160.74,34,0,50,9,0.98,26.67,12,7,8,0,3,4.25,8,3,11,2,12.69,1
32,92,6,323.06,37,0,68,93,0.09,26.12,0,6,15,1,2,2,9,5,0,2,4.04,0
48,103,2,179.17,34,0,60,91,0.17,85.41,30,29,7,0,8,3.39,13,5,15,1,10.05,0
13,27,23,280.21,37,0,15,83,0.63,80.69,17,10,20,1,3,5.59,12,2,12,10,3.83,1
37,31,3,400.7,20,0,94,79,0.17,53.81,2,12,4,0,13,2.59,14,4,12,10,8.6,0
23,78,26,265.67,33,1,26,115,0.09,66.43,1,3,16,1,1,3.69,0,8,17,4,1.15,1
31,104,1,101.35,22,0,51,39,0.98,56.86,7,23,7,0,13,5.61,6,6,6,2,10.9,0
7,48,17,141.03,17,0,53,3,0.17,65.3,37,26,12,0,1,5.79,6,4,20,9,8.72,0
59,34,4,309.69,1,0,87,120,0.19,83.4,40,19,20,0,10,2.98,1,8,20,5,7.22,0
32,75,17,281.59,4,0,123,104,0.56,81.16,30,23,11,1,13,5.64,10,5,17,9,5.51,0
4,17,30,155.73,15,1,66,13,0.17,34.99,39,20,12,0,15,5.1,1,8,14,6,3.45,1
22,36,4,199.82,10,1,46,31,0.28,27.35,14,24,5,0,4,3.89,1,4,14,2,9.67,0
7,99,30,190.45,27,0,122,105,0.63,86.72,25,8,9,1,9,0.97,4,8,1,4,13.71,1
11,1,27,30.85,12,1,33,34,0.24,86.53,34,15,8,1,9,1.95,6,0,4,6,10.24,1
40,16,29,116.26,11,1,94,87,0.74,54.69,2,1,24,1,14,5.69,10,0,0,1,5.42,1
18,88,15,145.92,3,1,21,106,0.56,9.68,34,22,19,0,2,3.58,1,1,1,1,12.73,0
50,116,17,218.19,31,0,143,26,0.34,37.98,11,30,8,1,10,5.92,6,8,11,1,12.15,0
6,101,21,199.32,16,0,26,110,0.1,74.81,32,26,8,1,6,2.16,6,5,4,9,6.49,1
21,30,1,158.77,38,1,45,45,0.97,77.12,22,22,8,0,15,4.87,12,8,17,0,1.03,0
11,20,17,346.83,16,1,141,117,0.19,31.37,14,22,16,1,0,2.37,12,1,1,3,13.62,0
48,80,3,56.17,31,1,50,64,0.58,50.05,36,16,1,1,1,4.16,11,10,8,9,9.02,0
51,61,5,204.2,32,1,56,73,0.76,68.25,36,0,20,1,10,5.01,0,9,20,4,13.23,0
0,65,19,291.33,28,0,80,75,0.04,23.51,4,10,22,0,14,3.93,5,10,11,0,14.57,0
